CMDLINE python3 tmp/benchmark.py
MEM 3411.167969 1523389520.4219
MEM 3411.167969 1523389520.5222
MEM 3411.167969 1523389520.6226
MEM 3411.167969 1523389520.7229
MEM 3411.167969 1523389520.8233
MEM 3411.167969 1523389520.9237
MEM 3411.167969 1523389521.0240
MEM 2966.382812 1523389521.1243
MEM 3255.390625 1523389521.2247
MEM 2798.808594 1523389521.3252
MEM 2496.855469 1523389521.4256
MEM 2456.230469 1523389521.5259
MEM 2753.746094 1523389521.6263
MEM 2798.605469 1523389521.7268
MEM 2798.605469 1523389521.8272
MEM 2798.605469 1523389521.9276
MEM 2798.605469 1523389522.0280
MEM 2798.605469 1523389522.1283
MEM 2798.605469 1523389522.2287
MEM 2798.605469 1523389522.3291
MEM 2816.136719 1523389522.4294
MEM 3051.519531 1523389522.5298
MEM 3340.011719 1523389522.6302
MEM 2798.808594 1523389522.7306
MEM 2398.351562 1523389522.8310
MEM 2416.785156 1523389522.9314
MEM 2668.410156 1523389523.0318
MEM 2943.496094 1523389523.1322
MEM 3242.816406 1523389523.2325
MEM 3411.167969 1523389523.3336
MEM 3411.167969 1523389523.4340
MEM 3411.167969 1523389523.5344
MEM 3411.167969 1523389523.6348
MEM 3411.167969 1523389523.7351
MEM 3411.167969 1523389523.8355
MEM 3411.167969 1523389523.9359
MEM 3411.167969 1523389524.0363
MEM 3411.167969 1523389524.1367
MEM 3411.167969 1523389524.2371
MEM 3411.167969 1523389524.3375
MEM 3411.167969 1523389524.4379
MEM 3411.167969 1523389524.5383
MEM 3411.167969 1523389524.6387
MEM 3411.167969 1523389524.7391
MEM 3411.167969 1523389524.8395
MEM 3411.167969 1523389524.9399
MEM 3411.167969 1523389525.0403
MEM 3411.167969 1523389525.1407
MEM 3411.167969 1523389525.2411
MEM 3411.167969 1523389525.3415
MEM 3411.167969 1523389525.4418
MEM 3411.167969 1523389525.5422
MEM 3411.167969 1523389525.6426
MEM 3411.167969 1523389525.7430
MEM 3411.167969 1523389525.8434
MEM 2798.808594 1523389525.9437
MEM 2798.808594 1523389526.0442
MEM 2242.246094 1523389526.1445
MEM 2506.246094 1523389526.2449
MEM 2771.019531 1523389526.3453
MEM 2798.605469 1523389526.4457
MEM 2798.605469 1523389526.5461
MEM 2798.605469 1523389526.6466
MEM 2218.269531 1523389526.7470
MEM 2221.878906 1523389526.8473
MEM 2461.128906 1523389526.9477
MEM 2760.707031 1523389527.0481
MEM 2798.605469 1523389527.1485
MEM 2798.605469 1523389527.2489
MEM 2951.230469 1523389527.3492
MEM 3219.355469 1523389527.4496
MEM 2798.808594 1523389527.5500
MEM 2798.808594 1523389527.6503
MEM 2798.808594 1523389527.7507
MEM 2798.808594 1523389527.8510
MEM 2798.808594 1523389527.9514
MEM 2798.808594 1523389528.0518
MEM 2798.808594 1523389528.1521
MEM 2798.808594 1523389528.2525
MEM 2798.808594 1523389528.3528
MEM 2798.808594 1523389528.4532
MEM 2798.808594 1523389528.5535
MEM 2798.808594 1523389528.6539
MEM 2798.808594 1523389528.7542
MEM 2798.808594 1523389528.8546
MEM 2798.808594 1523389528.9549
MEM 2798.808594 1523389529.0553
MEM 2798.808594 1523389529.1556
MEM 2798.808594 1523389529.2560
MEM 2798.808594 1523389529.3564
MEM 2343.050781 1523389529.4567
MEM 2618.652344 1523389529.5571
MEM 2798.605469 1523389529.6576
MEM 2798.605469 1523389529.7579
MEM 2333.511719 1523389529.8582
MEM 2608.597656 1523389529.9586
MEM 2798.605469 1523389530.0597
MEM 2798.605469 1523389530.1601
MEM 2848.621094 1523389530.2604
MEM 3090.964844 1523389530.3608
MEM 3383.839844 1523389530.4612
MEM 2798.808594 1523389530.5616
MEM 2798.808594 1523389530.6619
MEM 2798.808594 1523389530.7622
MEM 2798.808594 1523389530.8626
MEM 2798.808594 1523389530.9630
MEM 2798.808594 1523389531.0633
MEM 2798.808594 1523389531.1637
MEM 2798.808594 1523389531.2640
MEM 2798.808594 1523389531.3644
MEM 2798.808594 1523389531.4647
MEM 2798.808594 1523389531.5651
MEM 2798.808594 1523389531.6655
MEM 2798.808594 1523389531.7658
MEM 2798.808594 1523389531.8662
MEM 2798.808594 1523389531.9665
MEM 2798.808594 1523389532.0669
MEM 2798.808594 1523389532.1673
MEM 2798.808594 1523389532.2676
MEM 2192.683594 1523389532.3679
MEM 2445.144531 1523389532.4683
MEM 2709.402344 1523389532.5687
MEM 2798.605469 1523389532.6691
MEM 2798.605469 1523389532.7695
MEM 2798.605469 1523389532.8699
MEM 2230.566406 1523389532.9703
MEM 2412.402344 1523389533.0725
MEM 2710.433594 1523389533.1728
MEM 2798.605469 1523389533.2733
MEM 2865.378906 1523389533.3737
MEM 3112.878906 1523389533.4740
MEM 3400.339844 1523389533.5745
MEM 2798.808594 1523389533.6748
MEM 2798.808594 1523389533.7752
MEM 2798.808594 1523389533.8755
MEM 2798.808594 1523389533.9759
MEM 2798.808594 1523389534.0762
MEM 2798.808594 1523389534.1766
MEM 2798.808594 1523389534.2769
MEM 2798.808594 1523389534.3773
MEM 2798.808594 1523389534.4777
MEM 2798.808594 1523389534.5780
MEM 2798.808594 1523389534.6783
MEM 2798.808594 1523389534.7787
MEM 2798.808594 1523389534.8791
MEM 2798.808594 1523389534.9794
MEM 2798.808594 1523389535.0798
MEM 2798.808594 1523389535.1801
MEM 2798.808594 1523389535.2805
MEM 2798.808594 1523389535.3809
MEM 2798.808594 1523389535.4812
MEM 2302.316406 1523389535.5816
MEM 2577.917969 1523389535.6820
MEM 2798.605469 1523389535.7824
MEM 2798.605469 1523389535.8827
MEM 2329.386719 1523389535.9831
MEM 2606.535156 1523389536.0834
MEM 2798.605469 1523389536.1845
MEM 2798.605469 1523389536.2850
MEM 3018.003906 1523389536.3854
MEM 3303.144531 1523389536.4858
MEM 2798.808594 1523389536.5862
MEM 2798.808594 1523389536.6865
MEM 2798.808594 1523389536.7869
MEM 2798.808594 1523389536.8872
MEM 2798.808594 1523389536.9876
MEM 2798.808594 1523389537.0879
MEM 2798.808594 1523389537.1883
MEM 2798.808594 1523389537.2887
MEM 2798.808594 1523389537.3890
MEM 2798.808594 1523389537.4894
MEM 2798.808594 1523389537.5897
MEM 2798.808594 1523389537.6901
MEM 2798.808594 1523389537.7904
MEM 2798.808594 1523389537.8908
MEM 2798.808594 1523389537.9912
MEM 2798.808594 1523389538.0915
MEM 2798.808594 1523389538.1919
MEM 2798.808594 1523389538.2923
MEM 2798.808594 1523389538.3926
MEM 2238.121094 1523389538.4930
MEM 2530.222656 1523389538.5934
MEM 2798.605469 1523389538.6939
MEM 2936.019531 1523389538.7943
MEM 3228.636719 1523389538.8946
MEM 3411.167969 1523389538.9950
MEM 3411.167969 1523389539.0954
MEM 3411.167969 1523389539.1958
MEM 3015.109375 1523389539.2962
MEM 3303.859375 1523389539.3966
MEM 3412.398438 1523389539.4970
MEM 3705.273438 1523389539.5974
MEM 3996.343750 1523389539.6978
MEM 4023.671875 1523389539.7982
MEM 2495.746094 1523389539.8985
MEM 1756.070312 1523389539.9989
MEM 1977.531250 1523389540.0993
MEM 1260.199219 1523389540.1996
MEM 961.980469 1523389540.3000
MEM 961.980469 1523389540.4004
MEM 961.980469 1523389540.5007
