CMDLINE python3 tmp/benchmark.py
MEM 754.476562 1523394300.9848
MEM 754.476562 1523394301.0852
MEM 804.960938 1523394301.1855
MEM 824.296875 1523394301.2859
MEM 754.476562 1523394301.3863
MEM 749.273438 1523394301.4866
MEM 754.429688 1523394301.5870
MEM 835.125000 1523394301.6874
MEM 684.046875 1523394301.7877
MEM 824.296875 1523394301.8881
MEM 824.296875 1523394301.9885
MEM 824.296875 1523394302.0889
MEM 824.296875 1523394302.1892
MEM 824.296875 1523394302.2896
MEM 756.535156 1523394302.3899
MEM 631.972656 1523394302.4903
MEM 876.890625 1523394302.5907
MEM 885.441406 1523394302.6911
MEM 657.750000 1523394302.7914
MEM 597.804688 1523394302.8919
MEM 710.171875 1523394302.9923
MEM 837.128906 1523394303.0927
MEM 682.242188 1523394303.1931
MEM 735.351562 1523394303.2934
MEM 754.429688 1523394303.3938
MEM 712.148438 1523394303.4942
MEM 776.859375 1523394303.5945
MEM 754.429688 1523394303.6953
MEM 767.621094 1523394303.7956
MEM 783.863281 1523394303.8960
MEM 915.089844 1523394303.9963
MEM 819.699219 1523394304.0966
MEM 772.519531 1523394304.1970
MEM 939.839844 1523394304.2973
MEM 811.191406 1523394304.3977
MEM 855.535156 1523394304.4980
MEM 876.980469 1523394304.5983
MEM 886.730469 1523394304.6987
MEM 999.394531 1523394304.7991
MEM 953.031250 1523394304.8995
MEM 1121.898438 1523394304.9999
MEM 584.019531 1523394305.1002
MEM 657.925781 1523394305.2007
MEM 780.796875 1523394305.3012
MEM 669.585938 1523394305.4016
MEM 722.953125 1523394305.5021
MEM 776.062500 1523394305.6025
MEM 452.925781 1523394305.7030
MEM 483.085938 1523394305.8034
MEM 483.085938 1523394305.9038
MEM 502.164062 1523394306.0042
MEM 572.007812 1523394306.1045
MEM 791.667969 1523394306.2048
MEM 629.195312 1523394306.3052
MEM 682.304688 1523394306.4055
MEM 605.738281 1523394306.5059
MEM 483.234375 1523394306.6063
MEM 553.097656 1523394306.7067
MEM 518.238281 1523394306.8070
MEM 595.636719 1523394306.9074
MEM 633.277344 1523394307.0078
MEM 483.234375 1523394307.1081
MEM 552.593750 1523394307.2085
MEM 627.914062 1523394307.3088
MEM 848.644531 1523394307.4092
MEM 643.632812 1523394307.5096
MEM 696.226562 1523394307.6099
MEM 688.234375 1523394307.7103
MEM 646.210938 1523394307.8107
MEM 652.398438 1523394307.9110
MEM 656.007812 1523394308.0113
MEM 614.593750 1523394308.1120
MEM 605.738281 1523394308.2124
MEM 728.195312 1523394308.3127
MEM 719.429688 1523394308.4131
MEM 673.023438 1523394308.5134
MEM 652.476562 1523394308.6138
MEM 695.453125 1523394308.7141
MEM 548.972656 1523394308.8145
MEM 634.050781 1523394308.9148
MEM 726.906250 1523394309.0151
MEM 728.242188 1523394309.1155
MEM 641.570312 1523394309.2158
MEM 804.765625 1523394309.3162
MEM 728.242188 1523394309.4165
MEM 728.195312 1523394309.5169
MEM 728.242188 1523394309.6172
MEM 690.359375 1523394309.7175
MEM 605.738281 1523394309.8179
MEM 728.195312 1523394309.9183
MEM 728.195312 1523394310.0189
MEM 728.195312 1523394310.1193
MEM 666.062500 1523394310.2197
MEM 774.601562 1523394310.3200
MEM 617.851562 1523394310.4204
MEM 771.250000 1523394310.5207
MEM 728.242188 1523394310.6211
MEM 728.453125 1523394310.7215
MEM 786.503906 1523394310.8219
MEM 973.160156 1523394310.9223
MEM 659.617188 1523394311.0226
MEM 593.941406 1523394311.1229
MEM 736.238281 1523394311.2232
MEM 619.398438 1523394311.3236
MEM 672.765625 1523394311.4239
MEM 725.875000 1523394311.5242
MEM 850.656250 1523394311.6250
MEM 776.449219 1523394311.7254
MEM 850.699219 1523394311.8258
MEM 850.746094 1523394311.9261
MEM 931.652344 1523394312.0265
MEM 1048.183594 1523394312.1269
MEM 1048.183594 1523394312.2273
MEM 1048.183594 1523394312.3277
MEM 1048.183594 1523394312.4281
MEM 1048.183594 1523394312.5285
MEM 1048.183594 1523394312.6289
MEM 1048.183594 1523394312.7293
MEM 1048.183594 1523394312.8297
MEM 1048.183594 1523394312.9301
MEM 1048.183594 1523394313.0305
MEM 1048.183594 1523394313.1309
MEM 1048.183594 1523394313.2313
MEM 1048.183594 1523394313.3317
MEM 1048.183594 1523394313.4321
MEM 1048.183594 1523394313.5325
MEM 1048.183594 1523394313.6329
MEM 1048.183594 1523394313.7332
MEM 930.148438 1523394313.8336
MEM 836.261719 1523394313.9339
MEM 850.699219 1523394314.0344
MEM 911.542969 1523394314.1347
MEM 787.792969 1523394314.2351
MEM 973.160156 1523394314.3356
MEM 973.160156 1523394314.4360
MEM 973.160156 1523394314.5364
MEM 973.160156 1523394314.6368
MEM 973.160156 1523394314.7372
MEM 859.601562 1523394314.8375
MEM 808.160156 1523394314.9379
MEM 756.339844 1523394315.0382
MEM 878.285156 1523394315.1386
MEM 850.699219 1523394315.2389
MEM 850.746094 1523394315.3393
MEM 850.699219 1523394315.4396
MEM 850.699219 1523394315.5400
MEM 850.746094 1523394315.6404
MEM 850.699219 1523394315.7407
MEM 843.480469 1523394315.8411
MEM 850.746094 1523394315.9414
MEM 798.105469 1523394316.0417
MEM 841.160156 1523394316.1421
MEM 850.746094 1523394316.2424
MEM 814.863281 1523394316.3427
MEM 973.160156 1523394316.4431
MEM 993.828125 1523394316.5434
MEM 652.140625 1523394316.6438
MEM 553.097656 1523394316.7441
MEM 506.175781 1523394316.8445
MEM 558.253906 1523394316.9448
MEM 508.753906 1523394317.0452
MEM 491.996094 1523394317.1455
MEM 483.234375 1523394317.2459
MEM 631.808594 1523394317.3464
MEM 726.226562 1523394317.4468
MEM 614.757812 1523394317.5471
MEM 668.125000 1523394317.6475
MEM 720.976562 1523394317.7478
MEM 607.281250 1523394317.8482
MEM 728.195312 1523394317.9485
MEM 696.742188 1523394318.0489
MEM 850.656250 1523394318.1493
MEM 850.656250 1523394318.2497
MEM 850.656250 1523394318.3501
